x,error
-1.5707963267948966,0.0
-1.5607963267948965,0.026357037108736107
-1.5507963267948965,0.05203523662037542
-1.5407963267948965,0.07703801131937227
-1.5307963267948965,0.10136890607948387
-1.5207963267948965,0.12503159606471187
-1.5107963267948965,0.1480298849125921
-1.5007963267948965,0.17036770290023595
-1.4907963267948965,0.19204910509352918
-1.4807963267948965,0.21307826947989641
-1.4707963267948965,0.2334594950850417
-1.4607963267948965,0.25319720007407653
-1.4507963267948965,0.2722959198374508
-1.4407963267948964,0.2907603050621004
-1.4307963267948964,0.3085951197882328
-1.4207963267948964,0.3258052394521662
-1.4107963267948964,0.34239564891564633
-1.4007963267948964,0.3583714404820624
-1.3907963267948964,0.3737378118999867
-1.3807963267948964,0.3885000643544641
-1.3707963267948964,0.40266360044647753
-1.3607963267948964,0.41623392216101907
-1.3507963267948964,0.42921662882419453
-1.3407963267948964,0.44161741504979535
-1.3307963267948963,0.4534420686757653
-1.3207963267948963,0.4646964686909995
-1.3107963267948963,0.47538658315290555
-1.3007963267948963,0.4855184670961642
-1.2907963267948963,0.4950982604331235
-1.2807963267948963,0.5041321858462626
-1.2707963267948963,0.5126265466731634
-1.2607963267948963,0.5205877247844243
-1.2507963267948963,0.5280221784549576
-1.2407963267948963,0.5349364402291062
-1.2307963267948963,0.5413371147800187
-1.2207963267948962,0.5472308767637215
-1.2107963267948962,0.5526244686683283
-1.2007963267948962,0.5575246986588231
-1.1907963267948962,0.5619384384178605
-1.1807963267948962,0.5658726209830163
-1.1707963267948962,0.5693342385809329
-1.1607963267948962,0.5723303404587964
-1.1507963267948962,0.5748680307135805
-1.1407963267948962,0.5769544661195034
-1.1307963267948962,0.5785968539541263
-1.1207963267948962,0.5798024498235371
-1.1107963267948961,0.5805785554870548
-1.1007963267948961,0.580932516681889
-1.0907963267948961,0.5808717209481914
-1.0807963267948961,0.580403595454934
-1.0707963267948961,0.5795356048270488
-1.060796326794896,0.5782752489742574
-1.050796326794896,0.5766300609220303
-1.040796326794896,0.5746076046450992
-1.030796326794896,0.5722154729039567
-1.020796326794896,0.5694612850847701
-1.010796326794896,0.5663526850431376
-1.000796326794896,0.5628973389521126
-0.990796326794896,0.559102933154919
-0.980796326794896,0.5549771720227854
-0.970796326794896,0.5505277758183124
-0.960796326794896,0.5457624785648003
-0.950796326794896,0.5406890259219506
-0.940796326794896,0.5353151730683602
-0.930796326794896,0.5296486825912211
-0.920796326794896,0.5236973223836405
-0.910796326794896,0.5174688635499907
-0.900796326794896,0.5109710783196966
-0.890796326794896,0.5042117379698718
-0.880796326794896,0.4971986107572011
-0.8707963267948959,0.4899394598594783
-0.8607963267948959,0.48244204132719404
-0.8507963267948959,0.4747141020455762
-0.8407963267948959,0.46676337770747256
-0.8307963267948959,0.4585975907974732
-0.8207963267948959,0.4502244485876608
-0.8107963267948959,0.4416516411453754
-0.8007963267948959,0.4328868393533806
-0.7907963267948959,0.42393769294281125
-0.7807963267948959,0.4148118285392835
-0.7707963267948958,0.4055168477225431
-0.7607963267948958,0.39606032510002426
-0.7507963267948958,0.3864498063946919
-0.7407963267948958,0.3766928065475321
-0.7307963267948958,0.36679680783505764
-0.7207963267948958,0.35676925800218723
-0.7107963267948958,0.346617568410858
-0.7007963267948958,0.336349112204726
-0.6907963267948958,0.3259712224903046
-0.6807963267948958,0.3154911905348894
-0.6707963267948958,0.3049162639816147
-0.6607963267948957,0.2942536450819813
-0.6507963267948957,0.28351048894619346
-0.6407963267948957,0.2726939018116382
-0.6307963267948957,0.26181093932983834
-0.6207963267948957,0.250868604872203
-0.6107963267948957,0.2398738478549013
-0.6007963267948957,0.22883356208317412
-0.5907963267948957,0.21775458411540227
-0.5807963267948957,0.2066436916472389
-0.5707963267948957,0.19550760191611513
-0.5607963267948957,0.18435297012642
-0.5507963267948957,0.17318638789565408
-0.5407963267948956,0.1620143817218517
-0.5307963267948956,0.1508434114725608
-0.5207963267948956,0.13967986889566789
-0.5107963267948956,0.1285300761523489
-0.5007963267948956,0.11740028437242374
-0.4907963267948956,0.10629667223238744
-0.4807963267948956,0.09522534455638706
-0.4707963267948956,0.08419233094040772
-0.46079632679489557,0.07320358439992815
-0.45079632679489556,0.06226498004130043
-0.44079632679489555,0.05138231375710478
-0.43079632679489555,0.04056130094572502
-0.42079632679489554,0.02980757525538638
-0.4107963267948955,0.01912668735289158
-0.4007963267948955,0.008524103717287401
-0.3907963267948955,0.0019947945413110457
-0.3807963267948955,0.012424712837516755
-0.3707963267948955,0.02276044424087037
-0.3607963267948955,0.03299687058023011
-0.3507963267948955,0.043128963522144875
-0.34079632679489547,0.05315178562300814
-0.33079632679489546,0.0630604913547946
-0.32079632679489545,0.07285032810418711
-0.31079632679489544,0.08251663714490697
-0.30079632679489543,0.0920548545830646
-0.2907963267948954,0.10146051227535326
-0.2807963267948954,0.11072923871991427
-0.2707963267948954,0.11985675991970594
-0.2607963267948954,0.12883890021821526
-0.2507963267948954,0.13767158310735506
-0.24079632679489538,0.1463508320073958
-0.23079632679489537,0.15487277101878583
-0.22079632679489536,0.16323362564571925
-0.21079632679489535,0.17142972349131627
-0.20079632679489534,0.1794574949242853
-0.19079632679489533,0.18731347371694324
-0.18079632679489532,0.19499429765447307
-0.17079632679489531,0.20249670911530673
-0.1607963267948953,0.2098175556225223
-0.1507963267948953,0.216953790366155
-0.1407963267948953,0.22390247269632269
-0.13079632679489528,0.23066076858707402
-0.12079632679489528,0.23722595107087308
-0.11079632679489529,0.2435954006436389
-0.1007963267948953,0.24976660564026387
-0.0907963267948953,0.255737162580542
-0.0807963267948953,0.2615047764854414
-0.07079632679489531,0.2670672611636616
-0.06079632679489531,0.2724225394684242
-0.050796326794895305,0.27756864352444666
-0.0407963267948953,0.28250371492505727
-0.0307963267948953,0.287226004899416
-0.0207963267948953,0.2917338744498086
-0.010796326794895299,0.29602579445898847
-7.963267948952989E-4,0.30010034576754646
0.009203673205104701,0.3039562192212945
0.0192036732051047,0.30759221568865375
0.029203673205104703,0.31100724604804375
0.039203673205104705,0.3142003311452765
0.04920367320510471,0.31717060172096073
0.05920367320510471,0.3199172983079327
0.0692036732051047,0.32243977109873057
0.0792036732051047,0.32473747978313877
0.0892036732051047,0.3268099933558309
0.09920367320510469,0.32865698989414877
0.10920367320510468,0.33027825630605806
0.11920367320510468,0.3316736880483281
0.12920367320510467,0.3328432888149879
0.13920367320510468,0.33378717019611714
0.1492036732051047,0.33450555130703585
0.1592036732051047,0.33499875838796156
0.1692036732051047,0.33526722437420914
0.17920367320510472,0.33531148843701325
0.18920367320510473,0.33513219549505996
