0.9049707519660115;1.0271938380171268;1.158115318641425;1.2972126983062915;1.4444073223960368;1.5996613951055998;1.7629693738217167;1.934362360355586;2.113927472028526;2.3025341976364326
1.071779161582816;1.197705979850218;1.332063213408217;1.4746816237366245;1.6254740223765907;1.7843982155076297;1.9514482355935694;2.126658459121087;2.3101258542842897;2.5020756201766736
1.2301608256076684;1.3597914334361008;1.4977533720839908;1.6439801020325446;1.7984121476436745;1.9610124693568998;2.1317698065048805;2.310700278494466;2.4978443931338803;2.693244542017214
1.380214955065266;1.5135491939536285;1.6551825111861227;1.805076721003723;1.9631855263796594;2.1294728900610376;2.3039214353918607;2.4865312781693807;2.6773096682308997;2.8762447473752943
1.5219737302172875;1.6590116583594683;1.804354249331194;1.9579623380305102;2.1197836142654056;2.289775437797032;2.467914722541895;2.654196665631424;2.848620818991972;3.05116560066442
1.6554313007937065;1.7961727738007076;1.9452639256610298;2.102637916125472;2.268214370171045;2.4419334232751395;2.6237682598929375;2.8137224144331223;3.0118138652625626;3.218039384222732
1.7805422039161118;1.9249872688457264;2.0778935868500668;2.2391139365723065;2.4085051692067934;2.5859783007651664;2.771504869420988;2.9651132403557847;3.166874917354399;3.376853713607501
1.8971942619796127;2.0453428182923776;2.202211608780362;2.367421266510282;2.540716308174861;2.7219717597285227;2.911161701918676;3.108352550852128;3.3137206075531243;3.5275334522126505
2.0051277644194148;2.1569798383453063;2.3181903372648764;2.4876448322782876;2.664968510007634;2.850032219391192;3.04281895991252;3.2434159765178503;3.4521226658124617;3.6698732266638148
2.1037037037037036;2.259259259259259;2.425925925925926;2.6;2.7814814814814817;2.9703703703703703;3.1666666666666665;3.3703703703703702;3.5814814814814815;3.8033333333333332
